City_ID,City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
232,232,North Myrtle Beach,US,33.816,-78.68,61.09,81,0,0.0,clear sky,2022-11-28 23:18:24
233,233,Ilulissat,GL,69.2167,-51.1,14.02,52,36,3.44,scattered clouds,2022-11-28 23:18:30
234,234,Puerto Penasco,MX,31.3167,-113.5333,66.9,85,40,5.01,scattered clouds,2022-11-28 23:18:31
235,235,Acajutla,SV,13.5928,-89.8275,79.11,81,91,2.17,light rain,2022-11-28 23:18:31
236,236,Waw,SS,7.7029,27.9953,77.65,41,77,4.76,broken clouds,2022-11-28 23:18:31
237,237,Makat,KZ,47.6469,53.3463,27.75,33,26,11.74,scattered clouds,2022-11-28 23:18:32
238,238,Xai-Xai,MZ,-25.0519,33.6442,72.61,66,100,13.38,overcast clouds,2022-11-28 23:18:32
239,239,Vostok,RU,46.4856,135.8833,23.76,97,100,2.98,snow,2022-11-28 23:18:34
240,240,Oswego,US,43.4501,-76.1497,35.91,66,100,7.4,overcast clouds,2022-11-28 23:18:35
241,241,Along,IN,28.1667,94.7667,50.86,60,0,1.99,clear sky,2022-11-28 23:18:35
242,242,Kamwenge,UG,0.1866,30.4539,61.95,97,100,0.51,light rain,2022-11-28 23:18:35
243,243,Georgetown,MY,5.4112,100.3354,80.24,91,20,0.0,mist,2022-11-28 23:18:35
244,244,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,91,88,17.02,light rain,2022-11-28 23:18:36
245,245,Nalut,LY,30.3333,10.85,60.57,58,100,5.48,overcast clouds,2022-11-28 23:18:36
246,246,Thanh Hoa,VN,19.8,105.7667,74.95,95,10,3.76,clear sky,2022-11-28 23:18:37
247,247,Flin Flon,CA,54.7682,-101.865,21.04,86,100,12.66,light snow,2022-11-28 23:18:37
248,248,Shimoda,JP,34.6667,138.95,70.16,74,100,17.4,overcast clouds,2022-11-28 23:18:37
249,249,Ketchikan,US,55.3422,-131.6461,34.27,80,100,0.0,overcast clouds,2022-11-28 23:18:38
250,250,Fairbanks,US,64.8378,-147.7164,-1.86,77,20,9.22,few clouds,2022-11-28 23:18:24
251,251,Gat,IL,31.61,34.7642,67.41,100,100,1.59,overcast clouds,2022-11-28 23:18:38
252,252,Gazimurskiy Zavod,RU,51.5461,118.3266,-25.19,100,92,3.33,overcast clouds,2022-11-28 23:18:39
253,253,Aripuana,BR,-9.1667,-60.6333,73.81,86,98,2.64,overcast clouds,2022-11-28 23:18:39
254,254,General Pico,AR,-35.6566,-63.7568,90.52,23,100,7.38,overcast clouds,2022-11-28 23:18:39
255,255,Hirara,JP,24.8,125.2833,78.66,94,20,6.91,few clouds,2022-11-28 23:18:40
256,256,Brownwood,US,31.7093,-98.9912,70.92,52,6,10.13,clear sky,2022-11-28 23:18:40
257,257,Teeli,RU,51.0333,90.2333,-23.67,82,33,1.59,scattered clouds,2022-11-28 23:18:41
258,258,Gold Coast,AU,-28.0,153.4333,75.99,89,100,4.61,light rain,2022-11-28 23:17:10
259,259,Kumluca,TR,36.3703,30.2869,61.41,71,100,6.62,overcast clouds,2022-11-28 23:18:41
260,260,Ostrovnoy,RU,68.0531,39.5131,30.63,87,100,8.77,overcast clouds,2022-11-28 23:18:41
261,261,Avarua,CK,-21.2078,-159.775,82.45,65,40,14.97,scattered clouds,2022-11-28 23:18:42
262,262,Saucillo,MX,28.0167,-105.2833,76.39,8,0,9.01,clear sky,2022-11-28 23:18:42
263,263,Makakilo City,US,21.3469,-158.0858,74.01,88,100,9.22,light rain,2022-11-28 23:18:43
264,264,Estelle,US,29.8458,-90.1067,71.6,66,20,4.61,few clouds,2022-11-28 23:18:43
265,265,San Cristobal,VE,7.7669,-72.225,68.18,98,99,2.66,overcast clouds,2022-11-28 23:17:00
266,266,Outlook,CA,51.5001,-107.0513,14.23,90,100,19.69,light snow,2022-11-28 23:17:39
267,267,Yulara,AU,-25.2406,130.9889,72.16,29,0,18.5,clear sky,2022-11-28 23:18:44
268,268,Kon Tum,VN,14.35,108.0,66.16,96,25,2.06,scattered clouds,2022-11-28 23:18:45
269,269,Bud,US,39.447,-86.1758,45.68,88,100,4.74,overcast clouds,2022-11-28 23:18:45
270,270,Cabo San Lucas,MX,22.8909,-109.9124,81.52,57,0,12.66,clear sky,2022-11-28 23:14:45
271,271,Pacific Grove,US,36.6177,-121.9166,62.55,72,0,15.01,clear sky,2022-11-28 23:19:46
272,272,Sisimiut,GL,66.9395,-53.6735,22.05,73,100,7.56,overcast clouds,2022-11-28 23:19:46
273,273,Sechura,PE,-5.5569,-80.8222,72.59,65,82,17.31,broken clouds,2022-11-28 23:19:47
274,274,Emerald,AU,-23.5333,148.1667,75.34,80,100,3.85,moderate rain,2022-11-28 23:19:47
275,275,Gwadar,PK,25.1216,62.3254,74.5,62,30,5.39,scattered clouds,2022-11-28 23:19:48
276,276,Safranbolu,TR,41.2508,32.6942,41.63,79,100,3.09,overcast clouds,2022-11-28 23:19:48
277,277,Margate,GB,51.3813,1.3862,47.3,94,50,1.01,scattered clouds,2022-11-28 23:19:49
278,278,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,51,40,15.66,scattered clouds,2022-11-28 23:19:49
279,279,Chateaurenard,FR,43.8817,4.8549,43.43,98,100,0.0,fog,2022-11-28 23:19:50
280,280,Tucumcari,US,35.1717,-103.725,61.95,12,0,23.02,clear sky,2022-11-28 23:19:50
281,281,Komsomolskiy,UZ,40.4272,71.7189,45.32,81,75,9.22,mist,2022-11-28 23:19:50
282,282,Kenai,US,60.5544,-151.2583,8.69,85,0,4.61,clear sky,2022-11-28 23:19:51
283,283,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,71.64,78,63,2.13,broken clouds,2022-11-28 23:19:18
284,284,Barao De Melgaco,BR,-16.1944,-55.9675,82.74,28,1,2.44,clear sky,2022-11-28 23:19:51
285,285,Mongu,ZM,-15.2484,23.1274,67.66,86,36,3.4,scattered clouds,2022-11-28 23:19:51
286,286,Canandaigua,US,42.8742,-77.288,35.56,85,100,3.0,overcast clouds,2022-11-28 23:19:52
287,287,Tazovskiy,RU,67.4667,78.7,9.79,95,100,6.4,light snow,2022-11-28 23:19:53
288,288,Taltal,CL,-25.4,-70.4833,64.8,82,46,5.66,scattered clouds,2022-11-28 23:19:53
289,289,Acarau,BR,-2.8856,-40.12,79.0,79,100,13.02,overcast clouds,2022-11-28 23:19:53
290,290,Longkou,CN,37.6508,120.3286,39.13,56,98,25.55,overcast clouds,2022-11-28 23:19:54
291,291,Nome,US,64.5011,-165.4064,8.67,52,0,5.75,clear sky,2022-11-28 23:15:20
292,292,Faya,SA,18.3851,42.4509,51.91,60,2,2.71,clear sky,2022-11-28 23:19:54
293,293,Rancho Palos Verdes,US,33.7445,-118.387,63.99,76,75,8.05,broken clouds,2022-11-28 23:19:54
294,294,Mahon,ES,39.8885,4.2658,55.96,76,75,18.41,broken clouds,2022-11-28 23:19:55
295,295,Kjollefjord,NO,70.9457,27.3465,37.45,80,100,14.97,overcast clouds,2022-11-28 23:19:55
296,296,Gohpur,IN,26.8833,93.6333,59.04,59,13,3.09,few clouds,2022-11-28 23:19:55
297,297,Sikonge,TZ,-5.6333,32.7667,66.9,85,95,1.36,light rain,2022-11-28 23:19:57
298,298,Batagay-Alyta,RU,67.8006,130.4114,-32.19,92,11,3.85,few clouds,2022-11-28 23:19:58
299,299,Huntsville,US,34.7304,-86.5861,56.82,69,0,0.0,clear sky,2022-11-28 23:15:44
300,300,Filingue,NE,14.3521,3.3168,75.33,15,100,4.76,overcast clouds,2022-11-28 23:20:00
301,301,Trinidad,BO,-14.8333,-64.9,91.38,55,20,0.0,few clouds,2022-11-28 23:20:00
302,302,Nybro,SE,56.7446,15.9071,40.01,83,94,6.89,overcast clouds,2022-11-28 23:20:01
303,303,Camacari,BR,-12.6975,-38.3242,74.97,97,92,6.67,moderate rain,2022-11-28 23:20:01
304,304,Yar-Sale,RU,66.8333,70.8333,12.16,96,100,2.51,light snow,2022-11-28 23:20:01
305,305,Rio Gallegos,AR,-51.6226,-69.2181,62.65,67,40,4.61,scattered clouds,2022-11-28 23:17:09
306,306,Plaster Rock,CA,46.9065,-67.39,30.72,89,73,8.61,broken clouds,2022-11-28 23:20:02
307,307,Marche-En-Famenne,BE,50.2,5.3333,44.49,97,100,3.62,overcast clouds,2022-11-28 23:20:02
308,308,Pozo Colorado,PY,-23.4923,-58.7972,83.53,52,18,10.07,few clouds,2022-11-28 23:20:03
309,309,Bathsheba,BB,13.2167,-59.5167,79.41,73,20,18.41,few clouds,2022-11-28 23:20:03
310,310,Port-Gentil,GA,-0.7193,8.7815,78.76,94,20,4.61,few clouds,2022-11-28 23:17:35
311,311,Puerto Baquerizo Moreno,EC,-0.9,-89.6,69.04,78,62,7.72,broken clouds,2022-11-28 23:20:04
312,312,Znamenskoye,RU,57.1281,73.8282,-12.46,90,64,4.45,broken clouds,2022-11-28 23:20:04
313,313,Sao Filipe,CV,14.8961,-24.4956,75.92,65,87,10.04,overcast clouds,2022-11-28 23:20:05
314,314,Motril,ES,36.7507,-3.5179,51.28,55,24,10.04,few clouds,2022-11-28 23:20:05
315,315,Buraydah,SA,26.326,43.975,66.65,26,100,10.85,overcast clouds,2022-11-28 23:20:05
316,316,Clyde River,CA,70.4692,-68.5914,-12.77,84,75,16.11,broken clouds,2022-11-28 23:18:31
317,317,Ginir,ET,7.1333,40.7,59.45,46,74,4.16,broken clouds,2022-11-28 23:21:06
318,318,Lompoc,US,34.6391,-120.4579,64.69,70,0,20.71,clear sky,2022-11-28 23:21:07
319,319,High Level,CA,58.5169,-117.136,3.31,66,100,16.11,light snow,2022-11-28 23:21:07
320,320,Kuytun,RU,54.3419,101.5036,-0.65,89,100,18.16,overcast clouds,2022-11-28 23:21:07
321,321,Severo-Kurilsk,RU,50.6789,156.125,31.46,64,95,23.55,overcast clouds,2022-11-28 23:21:08
322,322,Dakar,SN,14.6937,-17.4441,75.33,78,0,4.61,clear sky,2022-11-28 23:20:00
323,323,Sambava,MG,-14.2667,50.1667,70.93,89,12,5.82,few clouds,2022-11-28 23:21:08
324,324,Bom Jesus,BR,-9.0744,-44.3586,71.13,98,100,1.83,overcast clouds,2022-11-28 23:21:09
325,325,Panzhihua,CN,26.5851,101.7128,47.46,75,0,1.66,clear sky,2022-11-28 23:21:09
326,326,Balezino,RU,57.9796,53.0106,6.4,97,100,1.77,overcast clouds,2022-11-28 23:21:09
327,327,Bubaque,GW,11.2833,-15.8333,81.03,60,32,10.51,scattered clouds,2022-11-28 23:21:10
328,328,Ewing,US,40.2698,-74.7999,47.64,68,0,6.91,clear sky,2022-11-28 23:21:10
329,329,Ust-Kuyga,RU,70.0167,135.6,-49.58,99,96,4.14,overcast clouds,2022-11-28 23:21:11
330,330,Jinan,CN,36.6683,116.9972,31.93,28,86,15.57,overcast clouds,2022-11-28 23:21:11
331,331,Uvinza,TZ,-5.1036,30.3911,65.77,94,93,2.59,overcast clouds,2022-11-28 23:21:11
332,332,Musoma,TZ,-1.5,33.8,71.42,70,100,1.61,light rain,2022-11-28 23:21:12
333,333,Camabatela,AO,-8.1881,15.375,62.47,99,100,2.66,light rain,2022-11-28 23:21:12
334,334,Tiznit,MA,29.5833,-9.5,61.3,38,0,3.36,clear sky,2022-11-28 23:21:13
335,335,Smithers,CA,54.7804,-127.1743,19.72,53,75,10.36,broken clouds,2022-11-28 23:21:13
336,336,Srednekolymsk,RU,67.45,153.6833,-13.88,98,100,8.88,light snow,2022-11-28 23:21:13
337,337,Ponta Do Sol,PT,32.6667,-17.1,68.72,73,42,6.06,scattered clouds,2022-11-28 23:20:40
338,338,Jiuquan,CN,39.7432,98.5174,5.29,27,100,8.41,overcast clouds,2022-11-28 23:21:14
339,339,Bose,IT,45.4612,8.0137,40.15,91,100,1.43,overcast clouds,2022-11-28 23:21:14
340,340,Calama,CL,-22.4667,-68.9333,68.49,24,0,21.85,clear sky,2022-11-28 23:17:09
341,341,Vao,NC,-22.6667,167.4833,78.01,87,83,15.9,broken clouds,2022-11-28 23:21:15
342,342,Dingle,PH,10.9995,122.6711,77.97,90,98,7.83,overcast clouds,2022-11-28 23:21:15
343,343,Altona,DE,53.55,9.9333,40.14,93,0,5.75,light rain,2022-11-28 23:21:16
344,344,Touros,BR,-5.1989,-35.4608,78.44,77,36,10.09,scattered clouds,2022-11-28 23:19:30
345,345,Thaba Nchu,ZA,-29.2093,26.839,57.04,76,10,10.18,clear sky,2022-11-28 23:21:16
346,346,Gospic,HR,44.5461,15.3747,35.29,90,100,4.9,overcast clouds,2022-11-28 23:21:17
347,347,Venado Tuerto,AR,-33.7456,-61.9688,87.76,24,37,8.32,scattered clouds,2022-11-28 23:21:17
348,348,Sao Raimundo Nonato,BR,-9.0153,-42.6994,71.17,93,100,2.06,overcast clouds,2022-11-28 23:21:09
349,349,Souillac,MU,-20.5167,57.5167,73.78,88,40,3.44,scattered clouds,2022-11-28 23:21:18
350,350,Raudeberg,NO,61.9875,5.1352,47.86,58,100,5.19,overcast clouds,2022-11-28 23:21:18
351,351,Berlevag,NO,70.8578,29.0864,35.6,80,100,18.41,overcast clouds,2022-11-28 23:21:19
352,352,Sassandra,CI,4.95,-6.0833,78.04,84,69,8.46,broken clouds,2022-11-28 23:21:19
353,353,Yatou,CN,37.15,122.3833,36.23,61,100,29.57,overcast clouds,2022-11-28 23:21:19
354,354,Prince Rupert,CA,54.3161,-130.3201,35.29,47,0,16.11,clear sky,2022-11-28 23:21:20
355,355,Gashua,NG,12.871,11.0482,68.65,23,91,9.91,overcast clouds,2022-11-28 23:21:20
356,356,Cravo Norte,CO,6.3017,-70.2041,75.87,88,100,5.17,moderate rain,2022-11-28 23:21:21
357,357,Mushie,CD,-3.0167,16.9,71.47,96,100,1.03,light rain,2022-11-28 23:21:21
358,358,Port Hedland,AU,-20.3167,118.5667,82.45,78,100,11.5,overcast clouds,2022-11-28 23:19:22
359,359,Port Hardy,CA,50.6996,-127.4199,37.58,65,40,6.91,scattered clouds,2022-11-28 23:21:22
360,360,Fort Nelson,CA,58.8053,-122.7002,-0.06,79,100,3.44,light snow,2022-11-28 23:21:22
361,361,Pyshchug,RU,58.8873,45.7134,8.38,97,100,2.66,overcast clouds,2022-11-28 23:21:22
362,362,Balykshi,KZ,47.0667,51.8667,19.4,58,0,13.42,clear sky,2022-11-28 23:22:23
363,363,Waingapu,ID,-9.6567,120.2641,80.29,80,93,5.48,overcast clouds,2022-11-28 23:22:23
364,364,Koindu,GN,8.4386,-10.3253,68.04,81,96,3.27,overcast clouds,2022-11-28 23:22:24
365,365,Kaniama,CD,-7.5667,24.1833,64.06,97,98,3.02,light rain,2022-11-28 23:22:24
366,366,General Roca,AR,-39.0333,-67.5833,89.62,10,16,19.95,few clouds,2022-11-28 23:22:25
367,367,Puerto Escondido,MX,15.85,-97.0667,85.03,54,40,9.22,scattered clouds,2022-11-28 23:22:25
368,368,Abha,SA,18.2164,42.5053,51.62,87,20,0.0,few clouds,2022-11-28 23:20:38
369,369,Marau,BR,-28.4492,-52.2,75.15,70,100,9.13,overcast clouds,2022-11-28 23:17:57
370,370,Tateyama,JP,34.9833,139.8667,71.1,65,100,22.84,overcast clouds,2022-11-28 23:22:26
371,371,Sioux Lookout,CA,50.1001,-91.917,30.27,80,100,10.36,light snow,2022-11-28 23:22:26
372,372,Pundaguitan,PH,6.3711,126.1689,81.52,79,100,14.2,overcast clouds,2022-11-28 23:22:27
373,373,Padang,ID,-0.9492,100.3543,73.45,86,97,3.6,light rain,2022-11-28 23:22:26
374,374,Dawei,MM,14.0833,98.2,74.07,93,74,3.2,broken clouds,2022-11-28 23:22:27
375,375,Bairnsdale,AU,-37.8333,147.6167,63.05,63,100,3.0,overcast clouds,2022-11-28 23:21:50
376,376,Alto Araguaia,BR,-17.3147,-53.2153,79.7,29,57,3.58,broken clouds,2022-11-28 23:18:10
377,377,Zarubino,RU,42.63,131.0922,36.43,64,97,28.97,overcast clouds,2022-11-28 23:22:28
378,378,Bowen,AU,-20.0167,148.2333,82.13,71,84,1.25,broken clouds,2022-11-28 23:22:28
379,379,Paripiranga,BR,-10.6875,-37.8617,71.62,89,99,2.48,overcast clouds,2022-11-28 23:22:29
380,380,Vestmanna,FO,62.1564,-7.1664,43.72,93,100,6.91,light rain,2022-11-28 23:22:29
381,381,Americus,US,32.0724,-84.2327,60.93,67,0,0.0,clear sky,2022-11-28 23:20:52
382,382,Amahai,ID,-3.3333,128.9167,81.63,75,81,2.75,broken clouds,2022-11-28 23:22:29
383,383,San Juan De Uraba,CO,8.7592,-76.5297,76.46,85,100,8.32,overcast clouds,2022-11-28 23:22:30
384,384,Sivas,TR,39.7916,37.0019,38.03,87,40,11.5,scattered clouds,2022-11-28 23:22:30
385,385,Meulaboh,ID,4.1363,96.1285,76.41,88,100,1.01,overcast clouds,2022-11-28 23:22:31
386,386,Havelock,US,34.8791,-76.9013,60.8,75,0,5.75,clear sky,2022-11-28 23:18:53
387,387,Beringovskiy,RU,63.05,179.3167,31.59,98,100,25.19,snow,2022-11-28 23:22:31
388,388,Wainwright,CA,52.839,-110.8572,8.26,90,100,19.89,overcast clouds,2022-11-28 23:22:04
389,389,The Pas,CA,53.8251,-101.2541,23.02,93,100,12.66,snow,2022-11-28 23:22:32
390,390,Jos,NG,9.9167,8.9,62.17,31,11,2.28,few clouds,2022-11-28 23:22:32
391,391,Urumqi,CN,43.801,87.6005,-10.25,84,0,0.0,clear sky,2022-11-28 23:22:34
392,392,Serik,TR,36.9169,31.0989,58.75,44,100,5.23,light rain,2022-11-28 23:22:34
393,393,La Rioja,ES,42.25,-2.5,42.58,78,99,7.45,overcast clouds,2022-11-28 23:17:49
394,394,Half Moon Bay,US,37.4636,-122.4286,60.03,66,0,27.63,haze,2022-11-28 23:22:35
395,395,Haines Junction,CA,60.7522,-137.5108,-2.25,84,55,2.3,broken clouds,2022-11-28 23:22:35
396,396,Broken Hill,AU,-31.95,141.4333,61.29,50,0,18.03,clear sky,2022-11-28 23:19:12
397,397,Okhotsk,RU,59.3833,143.3,-2.27,87,97,16.11,overcast clouds,2022-11-28 23:22:36
398,398,Rosehearty,GB,57.697,-2.1132,43.29,74,4,5.93,clear sky,2022-11-28 23:22:36
399,399,San Felipe,VE,10.3399,-68.7425,71.76,99,100,3.13,overcast clouds,2022-11-28 23:22:37
400,400,Dunedin,NZ,-45.8742,170.5036,61.95,65,100,4.5,overcast clouds,2022-11-28 23:22:37
401,401,Mzimba,MW,-11.9,33.6,63.7,89,100,4.18,light rain,2022-11-28 23:22:37
402,402,Portland,US,45.5234,-122.6762,45.64,82,33,3.0,scattered clouds,2022-11-28 23:19:59
403,403,Gazojak,TM,41.1875,61.4036,36.0,30,22,4.14,few clouds,2022-11-28 23:22:38
404,404,Keti Bandar,PK,24.1447,67.4497,74.12,56,25,8.34,scattered clouds,2022-11-28 23:22:38
405,405,Kupang,ID,-10.1667,123.5833,79.38,89,75,1.14,broken clouds,2022-11-28 23:22:39
406,406,Vardo,NO,70.3705,31.1107,33.78,80,100,9.22,overcast clouds,2022-11-28 23:22:39
407,407,Tiruppur,IN,11.1,77.35,76.35,96,99,3.4,overcast clouds,2022-11-28 23:22:39
408,408,Moorhead,US,46.8739,-96.7676,32.02,70,40,13.8,scattered clouds,2022-11-28 23:21:48
409,409,Mirnyy,RU,62.5353,113.9611,-33.77,66,84,1.99,broken clouds,2022-11-28 23:22:40
410,410,Reshetylivka,UA,49.565,34.0782,33.87,69,100,11.5,overcast clouds,2022-11-28 23:22:40
411,411,Zdvinsk,RU,54.7021,78.661,-15.5,96,73,3.49,broken clouds,2022-11-28 23:23:42
412,412,Pelym,RU,61.0108,61.9978,-2.06,98,95,2.35,overcast clouds,2022-11-28 23:23:42
413,413,Balaipungut,ID,1.05,101.2833,73.53,98,53,0.31,broken clouds,2022-11-28 23:23:42
414,414,Shingu,JP,33.7333,135.9833,65.26,90,100,11.21,overcast clouds,2022-11-28 23:23:43
415,415,Tarumovka,RU,44.0761,46.5361,37.8,84,18,6.53,few clouds,2022-11-28 23:23:43
416,416,Kalevala,RU,65.2,31.1667,25.66,98,97,4.18,overcast clouds,2022-11-28 23:23:44
417,417,Puro,PH,12.4841,123.3827,80.53,85,100,10.65,overcast clouds,2022-11-28 23:23:44
418,418,Mehriz,IR,31.5917,54.4318,43.3,52,28,2.3,scattered clouds,2022-11-28 23:23:44
419,419,Talnakh,RU,69.4865,88.3972,-4.58,98,100,7.61,overcast clouds,2022-11-28 23:23:45
420,420,Malinovskiy,RU,61.1953,62.8397,-0.45,96,100,3.53,overcast clouds,2022-11-28 23:23:45
421,421,Pevek,RU,69.7008,170.3133,11.46,83,92,7.54,overcast clouds,2022-11-28 23:23:45
422,422,Moussoro,TD,13.6408,16.4901,71.37,21,29,9.48,scattered clouds,2022-11-28 23:23:46
423,423,Hami,CN,42.8,93.45,6.87,26,0,0.69,clear sky,2022-11-28 23:23:46
424,424,Nadym,RU,65.5333,72.5167,9.14,87,100,9.73,overcast clouds,2022-11-28 23:23:47
425,425,Arroyo,ES,41.6096,-4.7969,41.59,82,0,6.91,clear sky,2022-11-28 23:23:47
426,426,Jieshi,CN,22.8134,115.8257,72.79,93,12,5.53,few clouds,2022-11-28 23:23:47
427,427,Tabas,IR,33.5959,56.9244,52.02,40,81,4.61,broken clouds,2022-11-28 23:23:48
428,428,Umm Kaddadah,SD,13.6017,26.6876,73.99,27,53,7.0,broken clouds,2022-11-28 23:23:48
429,429,Sabang,ID,5.8933,95.3214,81.3,78,84,10.31,broken clouds,2022-11-28 23:23:49
430,430,Nicoya,CR,10.1483,-85.452,76.35,91,91,2.08,overcast clouds,2022-11-28 23:23:49
431,431,Dobryanka,RU,58.4619,56.4165,7.48,97,100,1.39,overcast clouds,2022-11-28 23:23:49
432,432,Khani,GE,41.9563,42.9566,47.77,66,88,6.31,overcast clouds,2022-11-28 23:23:50
433,433,Vila,PT,42.0304,-8.1588,41.88,93,69,1.77,broken clouds,2022-11-28 23:23:50
434,434,Hermagor,AT,46.6272,13.3672,37.33,88,100,2.15,overcast clouds,2022-11-28 23:23:50
435,435,Ust-Nera,RU,64.5667,143.2,-11.6,98,100,5.17,overcast clouds,2022-11-28 23:23:51
436,436,Pangnirtung,CA,66.1451,-65.7125,10.4,67,75,10.36,broken clouds,2022-11-28 23:23:51
437,437,Quatre Cocos,MU,-20.2078,57.7625,73.51,78,92,4.63,overcast clouds,2022-11-28 23:23:51
438,438,Amudat,UG,1.95,34.95,70.61,64,86,3.96,overcast clouds,2022-11-28 23:23:52
439,439,Hayden,US,47.766,-116.7866,28.49,92,100,4.61,mist,2022-11-28 23:19:56
440,440,Hazorasp,UZ,41.3194,61.0742,28.24,30,9,4.16,clear sky,2022-11-28 23:23:53
441,441,Hobyo,SO,5.3505,48.5268,80.15,73,78,16.64,broken clouds,2022-11-28 23:23:53
442,442,Posse,BR,-14.0931,-46.3694,67.75,94,94,4.36,overcast clouds,2022-11-28 23:23:53
443,443,Durant,US,33.994,-96.3708,62.96,55,0,12.66,clear sky,2022-11-28 23:23:54
444,444,Canto Do Buriti,BR,-8.11,-42.9444,70.97,96,100,3.29,overcast clouds,2022-11-28 23:23:21
445,445,Ust-Tsilma,RU,65.441,52.1498,17.67,96,100,4.79,light snow,2022-11-28 23:23:54
446,446,Haukipudas,FI,65.1765,25.3523,29.14,49,100,7.54,overcast clouds,2022-11-28 23:23:55
447,447,Gushikawa,JP,26.3544,127.8686,74.43,100,0,3.44,clear sky,2022-11-28 23:23:55
448,448,Turangi,NZ,-39.0,175.9333,61.77,50,100,7.29,overcast clouds,2022-11-28 23:23:56
449,449,Mapiripan,CO,2.8892,-72.1256,75.69,90,86,2.35,overcast clouds,2022-11-28 23:23:56
450,450,Axim,GH,4.8699,-2.2405,78.67,81,59,6.51,broken clouds,2022-11-28 23:23:57
451,451,Sorland,NO,67.667,12.6934,44.46,72,100,10.89,overcast clouds,2022-11-28 23:23:57
452,452,Long Beach,US,33.767,-118.1892,64.65,73,100,9.22,overcast clouds,2022-11-28 23:19:47
453,453,Dali,CN,25.7,100.1833,43.68,84,0,3.69,clear sky,2022-11-28 23:23:57
454,454,Sobolevo,RU,54.4299,31.8996,28.63,97,100,9.66,overcast clouds,2022-11-28 23:23:58
455,455,Santa Rosa,PH,14.3122,121.1114,82.02,83,29,7.61,scattered clouds,2022-11-28 23:23:58
456,456,Anaimalai,IN,10.5833,76.9333,70.92,94,97,2.73,overcast clouds,2022-11-28 23:24:59
457,457,Isabela,PH,6.7085,121.9711,78.85,81,14,4.12,light rain,2022-11-28 23:21:24
458,458,Ulladulla,AU,-35.35,150.4667,66.67,47,15,6.87,few clouds,2022-11-28 23:24:59
459,459,Burns Lake,CA,54.2331,-125.7533,15.22,58,20,3.36,few clouds,2022-11-28 23:24:19
460,460,Guangshui,CN,31.6199,113.9978,47.77,55,100,13.4,overcast clouds,2022-11-28 23:25:00
461,461,Corning,US,42.1428,-77.0547,38.86,86,100,4.61,overcast clouds,2022-11-28 23:20:01
462,462,Vanimo,PG,-2.6741,141.3028,80.4,83,100,3.24,overcast clouds,2022-11-28 23:25:00
